input_name,normalized,slug,found,method,confidence,source_url,saved_path,variants_tried,error
fanduel midwest,f&uel midwest,f_uel_midwest,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f9/Historical_and_genealogical_researches_and_recorder_of_passing_events_of_Marrimack_Valley_%28IA_historicalgeneal00poor%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_midwest.png,f&uel midwest,
fanduel midwest extra,f&uel midwest extra,f_uel_midwest_extra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6c/Livestock_and_meat_situation_%28IA_livestockmeatsit227unit_0%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_midwest_extra.png,f&uel midwest extra,
fanduel north,f&uel,f_uel,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel.png,,
fanduel north extra,f&uel extra,f_uel_extra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/21/Vrbis_Romae_topographia_-_nvper_ab_ipso_avctore_nonnvllis_erroribvs_svblatis_emandata%2C_addita_etiam_interpretatione_nominum_qu%C3%A6_unica_litera_uel_syllaba_in_antiquis_titulis_scripta_%28IA_vrbisromaetopogr00marl%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_extra.png,f&uel extra,
fanduel ohio (cincinnati),f&uel ohio cincinnati,f_uel_ohio_cincinnati,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ec/Catalogue_of_the_collection_of_books%2C_manuscripts%2C_and_works_of_art%2C_belonging_to_Mr._Henry_Probasco%2C_Cincinnati%2C_Ohio%2C_%28Oakwood%2C_Clifton.%29_%28IA_catalogueofcolle00probrich%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_ohio_cincinnati.png,f&uel ohio cincinnati,
fanduel ohio (cleveland),f&uel ohio clevel&,f_uel_ohio_clevel,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d4/The_New_York_herald_%28IA_newyorkherjul191862newy%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_ohio_clevel.png,f&uel ohio clevel&,
fanduel ohio (columbus),f&uel ohio columbus,f_uel_ohio_columbus,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/87/Columbus%2C_Ohio%2C_city_directory.._%28IA_columbusohiocity00unse%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_ohio_columbus.png,f&uel ohio columbus,
fanduel oklahoma,f&uel oklahoma,f_uel_oklahoma,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/68/History_of_the_Cherokee_Indians_and_their_legends_and_folk_lore_%28IA_historyofcheroke00lcstar%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_oklahoma.png,f&uel oklahoma,
fanduel socal,f&uel socal,f_uel_socal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ef/Back_Matter_%28IA_jstor-3353981%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_socal.png,f&uel socal,
fanduel south (georgia),f&uel georgia,f_uel_georgia,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c2/Grier%27s_Southern_almanac_for_the_states_of_Georgia%2C_South_Carolina%2C_Alabama%2C_Tennessee%2C_Mississippi%2C_Louisiana_%28IA_156910688.3818.emory.edu%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_georgia.png,f&uel georgia,
fanduel south (northrolina),f&uel northrolina,f_uel_northrolina,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/7/7b/Propositio_Generalis_Arearum_Dimensionem_Exhibens_in_Universo_Illo_Curvarum_Genere_Quae_Revolutione_Aequabili_Circuli_Super_Basin_Quamuis_Uel_Rectilineam_Uel_Circularem_Describi_Possint%2C_etc._%28IA_jstor-102289%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_northrolina.png,f&uel northrolina | f&uel,
fanduel south (tennessee),f&uel tennessee,f_uel_tennessee,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f1/Aboriginal_sites_on_Tennessee_River_%28IA_cu31924104077700%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_tennessee.png,f&uel tennessee,
fanduel southeast,f&uel southeast,f_uel_southeast,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bd/History_of_Ingham_and_Eaton_counties%2C_Michigan_%281880%29_%2814783076263%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_southeast.jpg,f&uel southeast,
fanduel southeast (georgia),f&uel southeast georgia,f_uel_southeast_georgia,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a3/A_contribution_to_the_history_of_the_Huguenots_of_South_Carolina%2C_consisting_of_pamphlets_%28IA_cu31924028790793%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_southeast_georgia.png,f&uel southeast georgia,
fanduel southeast (northrolina),f&uel southeast northrolina,f_uel_southeast_northrolina,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/b/bd/History_of_Ingham_and_Eaton_counties%2C_Michigan_%281880%29_%2814783076263%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_southeast_northrolina.jpg,f&uel southeast northrolina | f&uel southeast,
fanduel southeast (tennessee),f&uel southeast tennessee,f_uel_southeast_tennessee,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/94/Co-op_cattle_feeding_in_the_Southeast_-_facts_for_decision_making_%28IA_coopcattlefeedin58wils%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_southeast_tennessee.png,f&uel southeast tennessee,
fanduel southwest,f&uel southwest,f_uel_southwest,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/10/Southwest_Intertie_Project_-_draft_environmental_impact_statement%2C_draft_plan_amendment_%28IA_southwestinterti2407unit%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_southwest.png,f&uel southwest,
fanduel sun (miami),f&uel sun miami,f_uel_sun_miami,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/17/Documents_about_Martin_Luther_King%2C_Jr.%2C_Executive_Order_14176%2C_44-hq-38861_hs1-233652821_23-03-part_3_of_4.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_sun_miami.png,f&uel sun miami,
fanduel sun (orlando),f&uel sun orl&o,f_uel_sun_orl_o,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8d/The_New_York_herald_%28IA_newyorkheroct71862newy%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_sun_orl_o.png,f&uel sun orl&o,
fanduel sun (tampa),f&uel sun tampa,f_uel_sun_tampa,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2b/Biographical_sketches_of_distinguished_officers_of_the_army_and_navy_%28IA_biographicalsket00hame%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_sun_tampa.png,f&uel sun tampa,
fanduel,f&uel,f_uel,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel.png,,
fanduel extra,f&uel extra,f_uel_extra,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_extra.png,,
fanduel wisconsin,f&uel wisconsin,f_uel_wisconsin,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Daily_potato_report_%28Wisconsin%29_%28IA_CAT11081266003%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_wisconsin.png,f&uel wisconsin,
fanduel wisconsin extra,f&uel wisconsin extra,f_uel_wisconsin_extra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c7/Daily_potato_report_%28Wisconsin%29_%28IA_CAT11081266003%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\f_uel_wisconsin_extra.png,f&uel wisconsin extra,
marquee sports,marquee,marquee,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1c/A_comedy_theater_marquee_referencing_coronavirus_in_Minneapolis%2C_Minnesota.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\marquee.jpg,marquee,
masn,masn,masn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2a/DG_Sailor_Spotlight-_MASN_Devan_Lawrence_%288510603%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\masn.jpg,masn,
monumental sports,monumental,monumental,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/81/River_Plate_Stadium.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\monumental.jpg,monumental,
msg,msg,msg,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/4b/Madison_Square_Garden_%28MSG%29_-_Full_%2848124330357%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\msg.jpg,msg,
msg-b,msg b,msg_b,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b7/Msg-life-slovakia-logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\msg_b.svg,msg b,
msgsn,msgsn,msgsn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/57/Angangsgr%C3%BCn%28de%29_der_Rechenkunst_und_Algebra_%28IA_0404702.0001.001.umich.edu%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\msgsn.png,msgsn,
nbc sports bay area,nbc bay area,nbc_bay_area,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2c/KNTV_NBC_11_Bay_Area_%28California%29_Logo_2002.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_bay_area.png,nbc bay area,
nbc sports boston,nbc boston,nbc_boston,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/98/NBC_Boston_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_boston.png,nbc boston,
nbc sportslifornia,nbc sportslifornia,nbc_sportslifornia,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/0/0b/NBC_logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_sportslifornia.svg,nbc sportslifornia | nbc,
nbc sportslifornia plus,nbc sportslifornia,nbc_sportslifornia,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_sportslifornia.svg,,
chicago sports,chicago,chicago,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/ba/Chicago_Grant_Park_night_pano.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\chicago.jpg,chicago,
chicago sports plus,chicago,chicago,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\chicago.jpg,,
nbc sports philadelphia,nbc philadelphia,nbc_philadelphia,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6b/NBC_Sports_Philadelphia_broadcasting_van_at_Mall_of_America_for_Super_Bowl_LII.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_philadelphia.jpg,nbc philadelphia,
nbc sports philadelphia plus,nbc philadelphia,nbc_philadelphia,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nbc_philadelphia.jpg,,
nesn,nesn,nesn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1e/New_England_Sports_Network_%28logo%29.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nesn.png,nesn,
nesn plus,nesn,nesn,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nesn.png,,
root sports,root,root,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/aa/D%C3%BClmen%2C_Hausd%C3%BClmen%2C_Baumwurzel_--_2021_--_7057.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\root.jpg,root,
root sports plus,root,root,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\root.jpg,,
sny,sny,sny,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ca/Sunnymeads_Station_platform_geograph-4022475-by-Ben-Brooksbank.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sny.jpg,sny,
space city home,space city home,space_city_home,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a6/City_homes_on_country_lanes%3B_philosophy_and_practice_of_the_home-in-a-garden_%281921%29_%2814766515731%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\space_city_home.jpg,space city home,
spectrum sportsnet dodgers,spectrum sportsnet dodgers,spectrum_sportsnet_dodgers,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8e/Alanna_Rizzo_and_Nomar_Garciaparra%2C_Dodger_Pregame_Broadcast%2C_Dodger_Stadium%2C_Los_Angeles%2C_California_%2814516459724%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spectrum_sportsnet_dodgers.jpg,spectrum sportsnet dodgers,
spectrum sportsnet lakers,spectrum sportsnet lakers,spectrum_sportsnet_lakers,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e8/Spectrum_Sportsnet_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\spectrum_sportsnet_lakers.png,spectrum sportsnet lakers,
sportsnet pittsburgh,sportsnet pittsburgh,sportsnet_pittsburgh,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/20/Media.PNG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\sportsnet_pittsburgh.png,sportsnet pittsburgh,
yes,yes,yes,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\yes.svg,,
cw35,cw35,cw35,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a3/CW35_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cw35.svg,cw35,
kcop-,kcop,kcop,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/db/Fox_11_Plus_logo_2023.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\kcop.png,kcop,
kens,kens,kens,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/33/Gyps_rueppellii_-Nairobi_National_Park%2C_Kenya-8-4c.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\kens.jpg,kens,
kmcc (vegas ),kmcc vegas,kmcc_vegas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/05/KMCC_2023_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\kmcc_vegas.svg,kmcc vegas,
ktla,ktla,ktla,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6d/KTLA_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ktla.svg,ktla,
cw,cw,cw,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/86/Ottumwa_Kirksville_CW_15.4_2024_Logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cw.png,cw,
cw chicago,cw chicago,cw_chicago,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3e/The_Mulqueens_WGN_TV.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cw_chicago.jpg,cw chicago,
cw philly,cw philly,cw_philly,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2e/Phil_May%27s_%22graphic%22_pictures_%28IA_philmaysgraphicp00mayp%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cw_philly.png,cw philly,
cw south florida,cw florida,cw_florida,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/06/WBFS_CW_Miami_33_%282024%2C_alternate_version%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\cw_florida.svg,cw florida,
wpix ny,wpix ny,wpix_ny,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/26/Federal_Register_1972-05-20-_Vol_37_Iss_99_%28IA_sim_federal-register-find_1972-05-20_37_99%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\wpix_ny.png,wpix ny,
gol tv english,gol english,gol_english,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ab/Keswick_Panorama_-_Oct_2009.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\gol_english.jpg,gol english,
gol tv spanish,gol spanish,gol_spanish,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bf/GOL_PLANE.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\gol_spanish.jpg,gol spanish,
universo,universo,universo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6f/CMB_Timeline300_no_WMAP.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\universo.jpg,universo,
tudna,tudna,tudna,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/5c/IfBealeStreetCouldTalkLogo.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tudna.jpg,tudna,
espn deportes,espn deportes,espn_deportes,True,master_reuse:espn,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\espn_deportes.png,espn,
fox deportes,fox deportes,fox_deportes,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/3b/FOX_Deportes_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\fox_deportes.png,fox deportes,
telemundo,telemundo,telemundo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/39/Telemundo_Building%2C_Metairie%2C_Louisiana%2C_March_2023_-_01.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\telemundo.jpg,telemundo,
tyc sports,tyc,tyc,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fd/The_approaches_to_Ty_Croes_Station_-_geograph.org.uk_-_1035906.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tyc.jpg,tyc,
univision,univision,univision,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/47/Univision_California_%2853035074679%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\univision.jpg,univision,
unimas,unimas,unimas,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0f/Praha_Stare_Mesto_Zatecka_UNIMA.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\unimas.jpg,unimas,
galavision,galavision,galavision,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/54/Canal_Las_Estrellas_%28Logo_2023%29_Zoom.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\galavision.jpg,galavision,
tdn,tdn,tdn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/99/Univision_TDN_logo_2019.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\tdn.png,tdn,
el rey,el rey,el_rey,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c5/Gayle_%40_El_Rey_10_25_2023_%2853423439841%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\el_rey.jpg,el rey,
discovery espanol,discovery espanol,discovery_espanol,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/57/Space_Shuttle_Discovery_under_a_full_moon%2C_03-11-09.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\discovery_espanol.jpg,discovery espanol,
discovery familia,discovery familia,discovery_familia,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/50/Discovery_Familia_Logo_%282014%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\discovery_familia.svg,discovery familia,
nat geo mundo,nat geo mundo,nat_geo_mundo,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/bf/Utriusque_cosmi_maioris_scilicet_et_minoris_metaphysica%2C_physica_atque_technica_historia_-_in_duo_volumnina_secundum_cosmi_differentiam_diuisa_%28IA_utriusquecosmima01flud%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nat_geo_mundo.png,nat geo mundo,
mx azteca,mx azteca,mx_azteca,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e3/Logotipo_de_TV_Azteca_%281994-1996%29.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mx_azteca.png,mx azteca,
mx azteca uno,mx azteca uno,mx_azteca_uno,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/94/Escudo_de_Zapotiltic.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mx_azteca_uno.png,mx azteca uno,
mx espn,mx espn,mx_espn,True,master_reuse:espn,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mx_espn.png,espn,
mx fox sports,mx fox,mx_fox,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6e/Vulpes_vulpes_Mallnitz_01.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\mx_fox.jpg,mx fox,
